Frecuencia,0,10,20,30,40,50,60,70,80,90,-90,-80,-70,-60,-50,-40,-30,-20,-10
1093.276,0,-0.121479,-0.362291,-0.823774,-1.566772,-2.439365,-3.596887,-4.907808,-6.394901,-7.937651,-7.937651,-6.394901,-4.907808,-3.596887,-2.439365,-1.566772,-0.823774,-0.362291,-0.121479
1106.886,0,-0.101128,-0.32444,-0.765161,-1.504049,-2.381325,-3.492422,-4.792404,-6.291714,-7.882769,-7.882769,-6.291714,-4.792404,-3.492422,-2.381325,-1.504049,-0.765161,-0.32444,-0.101128
1120.665,0,-0.073519,-0.286856,-0.693779,-1.414967,-2.299242,-3.362885,-4.67206,-6.154547,-7.764166,-7.764166,-6.154547,-4.67206,-3.362885,-2.299242,-1.414967,-0.693779,-0.286856,-0.073519
1134.616,0,-0.073776,-0.271348,-0.657901,-1.357831,-2.235136,-3.267488,-4.560098,-6.049175,-7.660158,-7.660158,-6.049175,-4.560098,-3.267488,-2.235136,-1.357831,-0.657901,-0.271348,-0.073776
1148.741,0,-0.079966,-0.272207,-0.646782,-1.336393,-2.213106,-3.229322,-4.510336,-5.989532,-7.5893,-7.5893,-5.989532,-4.510336,-3.229322,-2.213106,-1.336393,-0.646782,-0.272207,-0.079966
1163.041,0,-0.090541,-0.266361,-0.637912,-1.311836,-2.179927,-3.187007,-4.460601,-5.932998,-7.532465,-7.532465,-5.932998,-4.460601,-3.187007,-2.179927,-1.311836,-0.637912,-0.266361,-0.090541
1177.519,0,-0.114813,-0.257473,-0.629206,-1.280318,-2.133208,-3.125067,-4.372836,-5.813141,-7.415324,-7.415324,-5.813141,-4.372836,-3.125067,-2.133208,-1.280318,-0.629206,-0.257473,-0.114813
1192.178,0,-0.114813,-0.220871,-0.562659,-1.194249,-2.017498,-3.013649,-4.216347,-5.630198,-7.20167,-7.20167,-5.630198,-4.216347,-3.013649,-2.017498,-1.194249,-0.562659,-0.220871,-0.114813
1207.019,0,-0.091009,-0.170936,-0.482616,-1.101084,-1.910352,-2.924919,-4.108591,-5.509071,-7.008114,-7.008114,-5.509071,-4.108591,-2.924919,-1.910352,-1.101084,-0.482616,-0.170936,-0.091009
1222.045,0,-0.056076,-0.124026,-0.408955,-1.012478,-1.819621,-2.846032,-4.025288,-5.401049,-6.856469,-6.856469,-5.401049,-4.025288,-2.846032,-1.819621,-1.012478,-0.408955,-0.124026,-0.056076
1237.258,0,0.000858,-0.047131,-0.301094,-0.889435,-1.698446,-2.744427,-3.930245,-5.282679,-6.685591,-6.685591,-5.282679,-3.930245,-2.744427,-1.698446,-0.889435,-0.301094,-0.047131,0.000858
1252.66,0,0.04984,-0.003404,-0.228099,-0.80882,-1.635646,-2.676372,-3.872442,-5.201005,-6.566076,-6.566076,-5.201005,-3.872442,-2.676372,-1.635646,-0.80882,-0.228099,-0.003404,0.04984
1268.254,0,0.077972,0.039549,-0.163765,-0.737057,-1.58308,-2.633629,-3.832426,-5.139503,-6.485538,-6.485538,-5.139503,-3.832426,-2.633629,-1.58308,-0.737057,-0.163765,0.039549,0.077972
1284.042,0,0.081339,0.057869,-0.116348,-0.682163,-1.525545,-2.552233,-3.743591,-5.057506,-6.405811,-6.405811,-5.057506,-3.743591,-2.552233,-1.525545,-0.682163,-0.116348,0.057869,0.081339
1300.027,0,0.034914,0.014629,-0.127525,-0.678587,-1.534824,-2.543936,-3.743668,-5.060511,-6.402454,-6.402454,-5.060511,-3.743668,-2.543936,-1.534824,-0.678587,-0.127525,0.014629,0.034914
1316.211,0,0.031299,0.014744,-0.116892,-0.666743,-1.540251,-2.546807,-3.750191,-5.080786,-6.443472,-6.443472,-5.080786,-3.750191,-2.546807,-1.540251,-0.666743,-0.116892,0.014744,0.031299
1332.596,0,0.015239,0.026788,-0.111799,-0.66658,-1.561775,-2.586642,-3.808413,-5.152493,-6.49684,-6.49684,-5.152493,-3.808413,-2.586642,-1.561775,-0.66658,-0.111799,0.026788,0.015239
1349.185,0,0.012836,0.054741,-0.082884,-0.645314,-1.56003,-2.601328,-3.814326,-5.15647,-6.491949,-6.491949,-5.15647,-3.814326,-2.601328,-1.56003,-0.645314,-0.082884,0.054741,0.012836
1365.981,0,0.020609,0.09079,-0.048313,-0.603991,-1.527452,-2.614813,-3.832369,-5.164061,-6.486761,-6.486761,-5.164061,-3.832369,-2.614813,-1.527452,-0.603991,-0.048313,0.09079,0.020609
1382.985,0,0.068932,0.151549,0.020008,-0.53523,-1.467495,-2.623863,-3.827896,-5.159921,-6.482904,-6.482904,-5.159921,-3.827896,-2.623863,-1.467495,-0.53523,0.020008,0.151549,0.068932
1400.202,0,0.115766,0.222702,0.107936,-0.4422,-1.379271,-2.558756,-3.742171,-5.062457,-6.411133,-6.411133,-5.062457,-3.742171,-2.558756,-1.379271,-0.4422,0.107936,0.222702,0.115766
1417.633,0,0.113153,0.232105,0.128021,-0.426369,-1.362477,-2.549296,-3.735533,-5.061331,-6.35932,-6.35932,-5.061331,-3.735533,-2.549296,-1.362477,-0.426369,0.128021,0.232105,0.113153
1435.28,0,0.117264,0.223971,0.134974,-0.409555,-1.366253,-2.587032,-3.785362,-5.12392,-6.392078,-6.392078,-5.12392,-3.785362,-2.587032,-1.366253,-0.409555,0.134974,0.223971,0.117264
1453.148,0,0.093212,0.202694,0.116968,-0.434866,-1.409655,-2.655993,-3.86137,-5.207253,-6.45092,-6.45092,-5.207253,-3.86137,-2.655993,-1.409655,-0.434866,0.116968,0.202694,0.093212
1471.238,0,0.091295,0.19516,0.120077,-0.437984,-1.439705,-2.692709,-3.933201,-5.272388,-6.492929,-6.492929,-5.272388,-3.933201,-2.692709,-1.439705,-0.437984,0.120077,0.19516,0.091295
1489.553,0,0.068865,0.178509,0.099087,-0.462303,-1.487589,-2.754975,-4.029665,-5.377102,-6.594105,-6.594105,-5.377102,-4.029665,-2.754975,-1.487589,-0.462303,0.099087,0.178509,0.068865
1508.096,0,0.04201,0.138683,0.050421,-0.522384,-1.569767,-2.857246,-4.167194,-5.527782,-6.745701,-6.745701,-5.527782,-4.167194,-2.857246,-1.569767,-0.522384,0.050421,0.138683,0.04201
1526.87,0,0.014496,0.097466,-0.013723,-0.59679,-1.668539,-2.978229,-4.323549,-5.723665,-6.930559,-6.930559,-5.723665,-4.323549,-2.978229,-1.668539,-0.59679,-0.013723,0.097466,0.014496
1545.877,0,-0.036641,0.037078,-0.104943,-0.69356,-1.801291,-3.12995,-4.530945,-5.969246,-7.184124,-7.184124,-5.969246,-4.530945,-3.12995,-1.801291,-0.69356,-0.104943,0.037078,-0.036641
1565.121,0,-0.05519,0.01275,-0.13587,-0.734749,-1.853924,-3.212157,-4.623023,-6.080313,-7.336493,-7.336493,-6.080313,-4.623023,-3.212157,-1.853924,-0.734749,-0.13587,0.01275,-0.05519
1584.605,0,-0.061398,-0.011521,-0.168171,-0.782547,-1.919451,-3.310557,-4.73155,-6.213721,-7.439902,-7.439902,-6.213721,-4.73155,-3.310557,-1.919451,-0.782547,-0.168171,-0.011521,-0.061398
1604.332,0,-0.058251,-0.036526,-0.209952,-0.836573,-1.989308,-3.399106,-4.838973,-6.341555,-7.559527,-7.559527,-6.341555,-4.838973,-3.399106,-1.989308,-0.836573,-0.209952,-0.036526,-0.058251
1624.303,0,-0.067215,-0.056915,-0.243921,-0.891409,-2.055397,-3.487158,-4.94214,-6.48365,-7.678993,-7.678993,-6.48365,-4.94214,-3.487158,-2.055397,-0.891409,-0.243921,-0.056915,-0.067215
1644.524,0,-0.059166,-0.070382,-0.276623,-0.936575,-2.114201,-3.561879,-5.039444,-6.598397,-7.784665,-7.784665,-6.598397,-5.039444,-3.561879,-2.114201,-0.936575,-0.276623,-0.070382,-0.059166
1664.996,0,-0.045576,-0.081625,-0.307264,-0.992432,-2.20417,-3.686266,-5.193767,-6.769552,-7.935697,-7.935697,-6.769552,-5.193767,-3.686266,-2.20417,-0.992432,-0.307264,-0.081625,-0.045576
1685.723,0,-0.048561,-0.106516,-0.35203,-1.074495,-2.295904,-3.776817,-5.297506,-6.933538,-8.103914,-8.103914,-6.933538,-5.297506,-3.776817,-2.295904,-1.074495,-0.35203,-0.106516,-0.048561
1706.708,0,-0.111876,-0.190621,-0.451346,-1.183348,-2.424288,-3.926774,-5.481396,-7.151947,-8.312542,-8.312542,-7.151947,-5.481396,-3.926774,-2.424288,-1.183348,-0.451346,-0.190621,-0.111876
1727.955,0,-0.14676,-0.27256,-0.548839,-1.302022,-2.575311,-4.103136,-5.690622,-7.414217,-8.595693,-8.595693,-7.414217,-5.690622,-4.103136,-2.575311,-1.302022,-0.548839,-0.27256,-0.14676
1749.466,0,-0.18672,-0.348873,-0.650434,-1.425113,-2.722387,-4.283771,-5.946188,-7.718267,-8.950918,-8.950918,-7.718267,-5.946188,-4.283771,-2.722387,-1.425113,-0.650434,-0.348873,-0.18672
1771.244,0,-0.225716,-0.406914,-0.727787,-1.536121,-2.856875,-4.440289,-6.168938,-8.012905,-9.297016,-9.297016,-8.012905,-6.168938,-4.440289,-2.856875,-1.536121,-0.727787,-0.406914,-0.225716
1793.294,0,-0.263004,-0.46422,-0.80389,-1.634273,-2.972869,-4.595108,-6.367986,-8.261213,-9.632986,-9.632986,-8.261213,-6.367986,-4.595108,-2.972869,-1.634273,-0.80389,-0.46422,-0.263004
1815.618,0,-0.274334,-0.49468,-0.866813,-1.70866,-3.049249,-4.682703,-6.486389,-8.449726,-9.864189,-9.864189,-8.449726,-6.486389,-4.682703,-3.049249,-1.70866,-0.866813,-0.49468,-0.274334
1838.221,0,-0.29994,-0.539294,-0.942316,-1.802512,-3.15857,-4.815331,-6.661291,-8.70344,-10.218497,-10.218497,-8.70344,-6.661291,-4.815331,-3.15857,-1.802512,-0.942316,-0.539294,-0.29994
1861.104,0,-0.317917,-0.561762,-0.984964,-1.870089,-3.238058,-4.894371,-6.769514,-8.888514,-10.485334,-10.485334,-8.888514,-6.769514,-4.894371,-3.238058,-1.870089,-0.984964,-0.561762,-0.317917
1884.272,0,-0.351877,-0.628223,-1.069479,-1.967907,-3.349809,-5.017738,-6.932394,-9.151952,-10.827924,-10.827924,-9.151952,-6.932394,-5.017738,-3.349809,-1.967907,-1.069479,-0.628223,-0.351877
1907.729,0,-0.378342,-0.675192,-1.143876,-2.067462,-3.458882,-5.173333,-7.117814,-9.412365,-11.155327,-11.155327,-9.412365,-7.117814,-5.173333,-3.458882,-2.067462,-1.143876,-0.675192,-0.378342
1931.478,0,-0.394631,-0.728798,-1.216145,-2.163477,-3.559571,-5.299073,-7.278805,-9.601307,-11.446659,-11.446659,-9.601307,-7.278805,-5.299073,-3.559571,-2.163477,-1.216145,-0.728798,-0.394631
1955.523,0,-0.410929,-0.762816,-1.274271,-2.237368,-3.654719,-5.423346,-7.436045,-9.785174,-11.713274,-11.713274,-9.785174,-7.436045,-5.423346,-3.654719,-2.237368,-1.274271,-0.762816,-0.410929
1979.866,0,-0.418644,-0.792132,-1.329594,-2.310391,-3.736105,-5.546076,-7.618792,-9.980242,-11.998713,-11.998713,-9.980242,-7.618792,-5.546076,-3.736105,-2.310391,-1.329594,-0.792132,-0.418644
2004.513,0,-0.426111,-0.82779,-1.395178,-2.39193,-3.815642,-5.653075,-7.760275,-10.119562,-12.188559,-12.188559,-10.119562,-7.760275,-5.653075,-3.815642,-2.39193,-1.395178,-0.82779,-0.426111
2029.467,0,-0.453758,-0.882807,-1.483183,-2.493458,-3.925171,-5.782137,-7.93809,-10.317114,-12.438154,-12.438154,-10.317114,-7.93809,-5.782137,-3.925171,-2.493458,-1.483183,-0.882807,-0.453758
2054.731,0,-0.455837,-0.906086,-1.542435,-2.552576,-3.983984,-5.872126,-8.084104,-10.479925,-12.661524,-12.661524,-10.479925,-8.084104,-5.872126,-3.983984,-2.552576,-1.542435,-0.906086,-0.455837
2080.31,0,-0.46135,-0.941429,-1.606321,-2.630291,-4.066954,-5.996992,-8.26808,-10.711882,-12.941771,-12.941771,-10.711882,-8.26808,-5.996992,-4.066954,-2.630291,-1.606321,-0.941429,-0.46135
2106.207,0,-0.456199,-0.968246,-1.660747,-2.686624,-4.126463,-6.092645,-8.429163,-10.89343,-13.180456,-13.180456,-10.89343,-8.429163,-6.092645,-4.126463,-2.686624,-1.660747,-0.968246,-0.456199
2132.427,0,-0.44858,-0.993319,-1.714325,-2.757187,-4.191494,-6.188629,-8.601208,-11.089524,-13.398583,-13.398583,-11.089524,-8.601208,-6.188629,-4.191494,-2.757187,-1.714325,-0.993319,-0.44858
2158.973,0,-0.440731,-1.008158,-1.762485,-2.814732,-4.248199,-6.284025,-8.774443,-11.312254,-13.684217,-13.684217,-11.312254,-8.774443,-6.284025,-4.248199,-2.814732,-1.762485,-1.008158,-0.440731
2185.849,0,-0.428743,-1.02086,-1.804847,-2.86477,-4.301471,-6.363039,-8.944929,-11.53058,-13.970022,-13.970022,-11.53058,-8.944929,-6.363039,-4.301471,-2.86477,-1.804847,-1.02086,-0.428743
2213.06,0,-0.420046,-1.034078,-1.843433,-2.926883,-4.363594,-6.445924,-9.089555,-11.752538,-14.235372,-14.235372,-11.752538,-9.089555,-6.445924,-4.363594,-2.926883,-1.843433,-1.034078,-0.420046
2240.61,0,-0.401182,-1.034183,-1.872034,-2.971611,-4.419021,-6.523292,-9.2332,-11.953945,-14.4645,-14.4645,-11.953945,-9.2332,-6.523292,-4.419021,-2.971611,-1.872034,-1.034183,-0.401182
2268.503,0,-0.37837,-1.021185,-1.886911,-3.005257,-4.474993,-6.613133,-9.385059,-12.152378,-14.702137,-14.702137,-12.152378,-9.385059,-6.613133,-4.474993,-3.005257,-1.886911,-1.021185,-0.37837
2296.743,0,-0.355978,-1.009922,-1.897974,-3.042116,-4.527998,-6.701414,-9.532804,-12.342882,-14.907873,-14.907873,-12.342882,-9.532804,-6.701414,-4.527998,-3.042116,-1.897974,-1.009922,-0.355978
2325.334,0,-0.331059,-0.996704,-1.913252,-3.084116,-4.589663,-6.796196,-9.694397,-12.543671,-15.161621,-15.161621,-12.543671,-9.694397,-6.796196,-4.589663,-3.084116,-1.913252,-0.996704,-0.331059
2354.282,0,-0.307722,-0.981321,-1.912451,-3.102255,-4.643707,-6.895168,-9.852321,-12.736168,-15.392437,-15.392437,-12.736168,-9.852321,-6.895168,-4.643707,-3.102255,-1.912451,-0.981321,-0.307722
2383.59,0,-0.268259,-0.950489,-1.894999,-3.105164,-4.670134,-6.956692,-9.977257,-12.904747,-15.589951,-15.589951,-12.904747,-9.977257,-6.956692,-4.670134,-3.105164,-1.894999,-0.950489,-0.268259
2413.262,0,-0.240965,-0.927744,-1.885405,-3.111954,-4.704628,-7.030451,-10.10319,-13.068094,-15.790854,-15.790854,-13.068094,-10.10319,-7.030451,-4.704628,-3.111954,-1.885405,-0.927744,-0.240965
2443.305,0,-0.207491,-0.895147,-1.86511,-3.115043,-4.743852,-7.12043,-10.266857,-13.280945,-16.014366,-16.014366,-13.280945,-10.266857,-7.12043,-4.743852,-3.115043,-1.86511,-0.895147,-0.207491
2473.721,0,-0.180578,-0.872154,-1.847992,-3.120432,-4.7824,-7.20413,-10.417318,-13.454092,-16.201048,-16.201048,-13.454092,-10.417318,-7.20413,-4.7824,-3.120432,-1.847992,-0.872154,-0.180578
2504.515,0,-0.150567,-0.843306,-1.832686,-3.129378,-4.832764,-7.307082,-10.584631,-13.655226,-16.412123,-16.412123,-13.655226,-10.584631,-7.307082,-4.832764,-3.129378,-1.832686,-0.843306,-0.150567
2535.693,0,-0.126381,-0.823393,-1.823006,-3.152409,-4.902744,-7.431183,-10.791111,-13.894093,-16.652622,-16.652622,-13.894093,-10.791111,-7.431183,-4.902744,-3.152409,-1.823006,-0.823393,-0.126381
2567.26,0,-0.102291,-0.806751,-1.817274,-3.181372,-4.985075,-7.577238,-11.011103,-14.160852,-16.887827,-16.887827,-14.160852,-11.011103,-7.577238,-4.985075,-3.181372,-1.817274,-0.806751,-0.102291
2599.219,0,-0.085745,-0.791321,-1.81716,-3.221693,-5.088987,-7.739229,-11.252039,-14.452944,-17.174501,-17.174501,-14.452944,-11.252039,-7.739229,-5.088987,-3.221693,-1.81716,-0.791321,-0.085745
2631.576,0,-0.073338,-0.785799,-1.827012,-3.27488,-5.204134,-7.91734,-11.502011,-14.739933,-17.4735,-17.4735,-14.739933,-11.502011,-7.91734,-5.204134,-3.27488,-1.827012,-0.785799,-0.073338
2664.335,0,-0.070524,-0.801477,-1.857281,-3.355446,-5.368023,-8.157099,-11.816625,-15.077848,-17.807035,-17.807035,-15.077848,-11.816625,-8.157099,-5.368023,-3.355446,-1.857281,-0.801477,-0.070524
2697.503,0,-0.077133,-0.828056,-1.903543,-3.448352,-5.538749,-8.406379,-12.13108,-15.415554,-18.110847,-18.110847,-15.415554,-12.13108,-8.406379,-5.538749,-3.448352,-1.903543,-0.828056,-0.077133
2731.084,0,-0.084753,-0.86154,-1.963177,-3.556862,-5.736874,-8.695576,-12.487782,-15.810872,-18.491803,-18.491803,-15.810872,-12.487782,-8.695576,-5.736874,-3.556862,-1.963177,-0.86154,-0.084753
2765.082,0,-0.106611,-0.918265,-2.052183,-3.701,-5.978014,-9.035044,-12.88296,-16.235674,-18.901529,-18.901529,-16.235674,-12.88296,-9.035044,-5.978014,-3.701,-2.052183,-0.918265,-0.106611
2799.504,0,-0.132885,-0.985422,-2.156334,-3.866901,-6.245165,-9.40917,-13.324938,-16.694067,-19.32604,-19.32604,-16.694067,-13.324938,-9.40917,-6.245165,-3.866901,-2.156334,-0.985422,-0.132885
2834.354,0,-0.17374,-1.076927,-2.292127,-4.068679,-6.559879,-9.847126,-13.843868,-17.232067,-19.797916,-19.797916,-17.232067,-13.843868,-9.847126,-6.559879,-4.068679,-2.292127,-1.076927,-0.17374
2869.638,0,-0.216847,-1.178599,-2.445441,-4.292422,-6.902621,-10.331869,-14.414309,-17.809298,-20.318079,-20.318079,-17.809298,-14.414309,-10.331869,-6.902621,-4.292422,-2.445441,-1.178599,-0.216847
2905.362,0,-0.277119,-1.304788,-2.631903,-4.558573,-7.29746,-10.876425,-15.06629,-18.477869,-20.937139,-20.937139,-18.477869,-15.06629,-10.876425,-7.29746,-4.558573,-2.631903,-1.304788,-0.277119
2941.53,0,-0.332976,-1.443301,-2.843886,-4.85982,-7.747242,-11.492482,-15.79115,-19.243153,-21.635678,-21.635678,-19.243153,-15.79115,-11.492482,-7.747242,-4.85982,-2.843886,-1.443301,-0.332976
2978.148,0,-0.403614,-1.596232,-3.079186,-5.194702,-8.243607,-12.172451,-16.586868,-20.044525,-22.377213,-22.377213,-20.044525,-16.586868,-12.172451,-8.243607,-5.194702,-3.079186,-1.596232,-0.403614
3015.222,0,-0.47101,-1.760416,-3.336077,-5.557928,-8.774271,-12.886847,-17.383787,-20.827009,-23.061304,-23.061304,-20.827009,-17.383787,-12.886847,-8.774271,-5.557928,-3.336077,-1.760416,-0.47101
3052.758,0,-0.541306,-1.931515,-3.616867,-5.956993,-9.351166,-13.648842,-18.201923,-21.553211,-23.666527,-23.666527,-21.553211,-18.201923,-13.648842,-9.351166,-5.956993,-3.616867,-1.931515,-0.541306
3090.761,0,-0.612469,-2.111072,-3.917208,-6.382017,-9.97308,-14.450123,-19.014385,-22.253391,-24.254799,-24.254799,-22.253391,-19.014385,-14.450123,-9.97308,-6.382017,-3.917208,-2.111072,-0.612469
3129.237,0,-0.680094,-2.294436,-4.232149,-6.83465,-10.634241,-15.303469,-19.819975,-22.906218,-24.777434,-24.777434,-22.906218,-19.819975,-15.303469,-10.634241,-6.83465,-4.232149,-2.294436,-0.680094
3168.192,0,-0.745706,-2.479248,-4.563188,-7.316532,-11.338138,-16.18309,-20.541477,-23.378601,-25.151188,-25.151188,-23.378601,-20.541477,-16.18309,-11.338138,-7.316532,-4.563188,-2.479248,-0.745706
3207.632,0,-0.805483,-2.66058,-4.905262,-7.819259,-12.073051,-17.061508,-21.174965,-23.722076,-25.480289,-25.480289,-23.722076,-21.174965,-17.061508,-12.073051,-7.819259,-4.905262,-2.66058,-0.805483
3247.563,0,-0.86237,-2.840424,-5.25404,-8.344957,-12.83227,-17.899237,-21.637133,-23.888674,-25.66659,-25.66659,-23.888674,-21.637133,-17.899237,-12.83227,-8.344957,-5.25404,-2.840424,-0.86237
3287.991,0,-0.913287,-3.015252,-5.614844,-8.897458,-13.627613,-18.686715,-21.910527,-23.874855,-25.687008,-25.687008,-23.874855,-21.910527,-18.686715,-13.627613,-8.897458,-5.614844,-3.015252,-0.913287
3328.923,0,-0.957861,-3.183202,-5.974626,-9.465301,-14.424598,-19.281356,-21.877067,-23.668434,-25.551178,-25.551178,-23.668434,-21.877067,-19.281356,-14.424598,-9.465301,-5.974626,-3.183202,-0.957861
3370.364,0,-0.997801,-3.342896,-6.333952,-10.038365,-15.198403,-19.680317,-21.706249,-23.357838,-25.330677,-25.330677,-23.357838,-21.706249,-19.680317,-15.198403,-10.038365,-6.333952,-3.342896,-0.997801
3412.32,0,-1.031332,-3.490849,-6.689434,-10.624191,-15.951614,-19.8479,-21.361923,-22.925613,-25.007011,-25.007011,-22.925613,-21.361923,-19.8479,-15.951614,-10.624191,-6.689434,-3.490849,-1.031332
3454.799,0,-1.063013,-3.63574,-7.050266,-11.227112,-16.667488,-19.801731,-20.942192,-22.495315,-24.655762,-24.655762,-22.495315,-20.942192,-19.801731,-16.667488,-11.227112,-7.050266,-3.63574,-1.063013
3497.807,0,-1.085529,-3.761539,-7.392911,-11.812963,-17.272798,-19.569406,-20.479364,-22.078733,-24.313535,-24.313535,-22.078733,-20.479364,-19.569406,-17.272798,-11.812963,-7.392911,-3.761539,-1.085529
3541.351,0,-1.105594,-3.878927,-7.726068,-12.391416,-17.739774,-19.243604,-20.048284,-21.695364,-23.981077,-23.981077,-21.695364,-20.048284,-19.243604,-17.739774,-12.391416,-7.726068,-3.878927,-1.105594
3585.436,0,-1.119776,-3.981485,-8.035459,-12.921095,-18.006689,-18.815393,-19.609663,-21.327383,-23.647451,-23.647451,-21.327383,-19.609663,-18.815393,-18.006689,-12.921095,-8.035459,-3.981485,-1.119776
3630.07,0,-1.132031,-4.070139,-8.318844,-13.404999,-18.085976,-18.358631,-19.21442,-21.011532,-23.353817,-23.353817,-21.011532,-19.21442,-18.358631,-18.085976,-13.404999,-8.318844,-4.070139,-1.132031
3675.26,0,-1.140775,-4.148235,-8.579492,-13.836128,-18.03215,-17.937793,-18.878547,-20.744178,-23.11116,-23.11116,-20.744178,-18.878547,-17.937793,-18.03215,-13.836128,-8.579492,-4.148235,-1.140775
3721.012,0,-1.149778,-4.219408,-8.811264,-14.181251,-17.819709,-17.508278,-18.550491,-20.478447,-22.849903,-22.849903,-20.478447,-18.550491,-17.508278,-17.819709,-14.181251,-8.811264,-4.219408,-1.149778
3767.334,0,-1.157045,-4.280243,-9.014282,-14.44642,-17.524336,-17.118185,-18.276556,-20.274114,-22.64451,-22.64451,-20.274114,-18.276556,-17.118185,-17.524336,-14.44642,-9.014282,-4.280243,-1.157045
3814.233,0,-1.16642,-4.338875,-9.193783,-14.640543,-17.200472,-16.781587,-18.05665,-20.115434,-22.486124,-22.486124,-20.115434,-18.05665,-16.781587,-17.200472,-14.640543,-9.193783,-4.338875,-1.16642
3861.715,0,-1.174021,-4.388409,-9.341269,-14.723988,-16.827831,-16.477108,-17.867729,-19.986076,-22.353077,-22.353077,-19.986076,-17.867729,-16.477108,-16.827831,-14.723988,-9.341269,-4.388409,-1.174021
3909.789,0,-1.183615,-4.432945,-9.453707,-14.723682,-16.457607,-16.222096,-17.731831,-19.906094,-22.265789,-22.265789,-19.906094,-17.731831,-16.222096,-16.457607,-14.723682,-9.453707,-4.432945,-1.183615
3958.46,0,-1.194105,-4.471016,-9.536295,-14.647924,-16.112501,-16.025762,-17.65479,-19.884893,-22.231634,-22.231634,-19.884893,-17.65479,-16.025762,-16.112501,-14.647924,-9.536295,-4.471016,-1.194105
4007.738,0,-1.206121,-4.50385,-9.587879,-14.513168,-15.790817,-15.870788,-17.613403,-19.893569,-22.228794,-22.228794,-19.893569,-17.613403,-15.870788,-15.790817,-14.513168,-9.587879,-4.50385,-1.206121
4057.63,0,-1.218948,-4.531536,-9.616127,-14.347877,-15.513084,-15.76213,-17.614288,-19.942512,-22.259311,-22.259311,-19.942512,-17.614288,-15.76213,-15.513084,-14.347877,-9.616127,-4.531536,-1.218948
4108.142,0,-1.231537,-4.550943,-9.613752,-14.146564,-15.262173,-15.696079,-17.655487,-20.028782,-22.321194,-22.321194,-20.028782,-17.655487,-15.696079,-15.262173,-14.146564,-9.613752,-4.550943,-1.231537
4159.283,0,-1.244011,-4.562864,-9.585209,-13.927811,-15.046852,-15.678528,-17.747604,-20.165501,-22.430847,-22.430847,-20.165501,-17.747604,-15.678528,-15.046852,-13.927811,-9.585209,-4.562864,-1.244011
4211.061,0,-1.255073,-4.567098,-9.538269,-13.711349,-14.875297,-15.704239,-17.885723,-20.344612,-22.582416,-22.582416,-20.344612,-17.885723,-15.704239,-14.875297,-13.711349,-9.538269,-4.567098,-1.255073
4263.483,0,-1.265754,-4.567232,-9.475326,-13.504019,-14.749117,-15.782251,-18.070261,-20.568025,-22.781885,-22.781885,-20.568025,-18.070261,-15.782251,-14.749117,-13.504019,-9.475326,-4.567232,-1.265754
